Treatments,Time,S01,S02,S03,S04,S05,S06,S07,S08,S09,S10,S11,S12,S13,S14,S15,S16,S17,S18,S19,S20,S21,S22,S23,S24,S25,S26,S27,S28,S29,S30,R01,R02,R03,R04,R05,R06,R07,R08,R09,R10,R11,R12,R13,R14,R15
W0002,3,12.810236670547836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0349980009229006,0.0417731186972488,2.9716433775586752,0.2514808935399331,-0.0451753674744594,0.3276421364036254,0.1430996958129695,0.4658334208547303,1.40117821180725,4.192201016604831,0.0274970170611131,0.4881118948704465,4.506938153250486,0.1886731364204422,1.3869931840303769
W0002,4,9.890433938868489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0196759745771102,-0.0405782463633906,2.6796060912986746,0.0203011095085628,0.072539214886383,0.127996511835549,0.0317154172320452,0.1777123764519998,1.0686530365203757,3.496722267155702,0.0945273786363219,0.4575652745455348,3.777590216920524,0.2669495787832879,1.78185159220324
W0002,5,5.665420556574428,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0055502482352077,0.0074772293316009,2.71720460466383,0.01610016992317,0.0217755678398311,0.0901801923537062,0.0406566306914476,-0.0170311323736516,1.2944963824119302,3.570535872504346,0.076228123385733,0.4628856077726755,3.90111507079338,0.2747038815350087,1.3131194482777906
W0002,6,3.15914156795294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0268687112718952,0.0167536750389175,2.8778692486397137,-0.0516534717226878,-0.0050824955499934,0.0021098640710379,-0.0212765745836377,0.1238488173009477,1.3984085120391152,3.536136723704568,0.1150870557527287,0.5735784300076533,4.185066182842113,0.2043184148134476,1.420584237413967
W0003,0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
W0003,1,0.0,6.357889059969105,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,26.98850048657012,0.1035520866509825,1.9242333984097064,0.2937812478664705,0.4107995512735053,1.414624294644925,0.3146956269996585,0.6393483089074014,0.3677427640890467,0.2100138391525354,0.0156682845046336,0.0434560733384622,0.1733434995422316,0.0176022525377911,0.8009511330353206
W0003,2,0.0,13.731851772395228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.831070306815404,0.1340076600555257,2.213031362972624,0.2814442579834611,1.068183540066766,3.697197296737946,1.3228092299258698,1.1562729139984864,1.1634346105958973,0.7137538215705155,0.0997778446233678,0.1006949439435178,0.6814845405223904,-0.0200653986487814,3.166134079036349
W0003,3,0.0,17.787384153106387,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0036922381335781,0.0252771031027781,0.0990251028240264,0.0794411312252222,0.4412339048729071,2.531561419417108,1.124452531553555,0.1178066312891655,0.4712230775136796,1.7844760658998824,0.1017216437173174,0.5470579303101526,1.3324218479654806,0.1747288608116594,4.640637246078022
W0003,4,0.0,9.292607550568162,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0133516533915824,0.0523800210300659,0.0157285974986719,-0.0309718059184286,0.1777803522558966,1.215832791419896,0.6813044727429263,0.0865759209558969,0.1969439733454832,1.9435021767994505,0.0680006084330149,0.7089852379242553,1.6503443292586708,0.0948404051574804,4.27931822126103
W0003,5,0.0,6.4983684614516,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0180919795706727,-0.0212366731744933,0.0421893459732715,0.0435316326413765,0.104522886672015,0.8423448013676016,0.384022554633192,0.0179278758670229,0.1805610717836495,2.0052561737193613,0.0464895930506367,0.8729617816835041,1.7722857316550826,-0.0745573902850536,4.154275282046152
